,Unnamed: 0,Symbol,INSTRUMENT,Expiry,Strike Price,Option Type,Open,High,Low,Close,SETTLE_PR,CONTRACTS,VAL_INLAKH,OPEN_INT,CHG_IN_OI,Date,futures_price,time_diff,impliedvolatility,delta,theta,gamma,vega,next_day_close,daily_straddle_pnl
263,70072,BANKNIFTY,OPTIDX,2021-10-28,39600.0,PE,375.8,596.0,339.0,491.2,491.2,24534,245726.82,127650,83625,2021-10-19,39633.35,9.0,20.458221435546875,-0.48314295009201247,-28.193767140237927,0.0003130535647751849,24.806057072121863,471.25,-19.94999999999999
264,70196,BANKNIFTY,OPTIDX,2021-11-25,39800.0,CE,1202.95,1224.95,965.25,1024.05,1024.05,374,3824.06,4025,1675,2021-10-19,39750.85,37.0,20.756006240844727,0.5057220255185726,-14.160491032046963,0.00015185208131476385,50.48545101655493,426.25,-597.8
265,70318,BANKNIFTY,OPTIDX,2021-11-25,39800.0,PE,918.95,1123.15,877.35,1054.35,1054.35,276,2813.99,2875,425,2021-10-19,39750.85,37.0,20.38264274597168,-0.49465170192679536,-13.90594984712823,0.00015463567501270524,50.48610729788035,569.25,-485.0999999999999
266,70430,BANKNIFTY,OPTIDX,2021-12-30,39900.0,CE,0.0,0.0,0.0,1646.6,2260.2,0,0.0,0,0,2021-10-19,39887.85,72.0,23.390769958496094,0.519545241595011,-11.466500750222865,9.61575683683347e-05,70.59092586357319,382.15,-1264.4499999999998
267,70543,BANKNIFTY,OPTIDX,2021-12-30,39900.0,PE,0.0,0.0,0.0,3740.35,2317.05,0,0.0,0,0,2021-10-19,39887.85,72.0,52.950382232666016,-0.45371061753079206,-25.81311771709038,4.224194114398935e-05,70.19947344153215,622.4,-3117.95
270,72565,BANKNIFTY,OPTIDX,2021-11-25,39800.0,CE,964.95,1138.3,936.1,1059.55,1059.55,235,2399.58,5075,1050,2021-10-20,39794.4,36.0,21.309852600097656,0.5125086563609508,-14.749294426133934,0.00014972326590191772,49.83371863758346,596.6,-462.94999999999993
272,72687,BANKNIFTY,OPTIDX,2021-11-25,39800.0,PE,1150.0,1150.15,972.0,1053.4,1053.4,237,2421.01,3575,700,2021-10-20,39794.4,36.0,21.074295043945312,-0.4876482076772883,-14.586435618923899,0.0001513986510506571,49.83432956464429,308.35,-745.0500000000001
278,72799,BANKNIFTY,OPTIDX,2021-12-30,39900.0,CE,0.0,0.0,0.0,1646.6,2225.0,0,0.0,0,0,2021-10-20,39934.65,71.0,23.206710815429688,0.523785577968432,-11.46291625165496,9.742962561398413e-05,70.14066408121722,550.05,-1096.55
279,72912,BANKNIFTY,OPTIDX,2021-12-30,39900.0,PE,0.0,0.0,0.0,3740.35,2308.35,0,0.0,0,0,2021-10-20,39934.65,71.0,53.62570285797119,-0.4514784691553183,-26.338994869675762,4.192531149683558e-05,69.74523544054595,347.7,-3392.65
269,72442,BANKNIFTY,OPTIDX,2021-10-28,39700.0,PE,619.8,667.4,433.4,518.3,518.3,31139,313209.92,79775,-59000,2021-10-20,39654.9,8.0,21.14105224609375,-0.5082445524127571,-30.93993161633224,0.0003213625705018797,23.416001251914253,277.0,-241.29999999999995
268,72310,BANKNIFTY,OPTIDX,2021-10-28,39700.0,CE,430.05,579.9,372.4,477.45,477.45,49856,500824.48,165800,-2450,2021-10-20,39654.9,8.0,21.323204040527344,0.49193296703866424,-31.20679474373266,0.00031862025524543306,23.416214324579254,671.25,193.8
280,74683,BANKNIFTY,OPTIDX,2021-10-28,40100.0,CE,369.0,561.55,196.95,461.9,461.9,62218,629890.93,331100,279875,2021-10-21,40105.05,7.0,20.7366943359375,0.507477208998586,-32.81307391173538,0.000346331983706318,22.153146847912332,552.15,90.25
282,74939,BANKNIFTY,OPTIDX,2021-11-25,40300.0,CE,863.05,1160.05,763.4,1060.8,1060.8,253,2606.62,3450,1350,2021-10-21,40283.25,35.0,21.484375,0.5107764128961695,-15.26821815156035,0.00014880473988760826,49.74663077744753,431.45,-629.3499999999999
283,75061,BANKNIFTY,OPTIDX,2021-11-25,40300.0,PE,1259.05,1259.05,993.45,1041.05,1041.05,13,134.56,425,50,2021-10-21,40283.25,35.0,20.749926567077637,-0.4897652933137131,-14.746798046512751,0.00015407722976352493,49.74841043021944,341.4,-699.65
284,75173,BANKNIFTY,OPTIDX,2021-12-30,40400.0,CE,0.0,0.0,0.0,1484.45,2240.7,0,0.0,0,0,2021-10-21,40417.3,70.0,20.911574363708496,0.5201236081089518,-10.533814351878036,0.00010764663612696284,70.52238074538701,379.0,-1105.45
285,75286,BANKNIFTY,OPTIDX,2021-12-30,40400.0,PE,0.0,0.0,0.0,4073.4,2312.55,0,0.0,0,0,2021-10-21,40417.3,70.0,57.97767639160156,-0.4488226813709803,-29.001436914371073,3.855548482406795e-05,70.03042240927226,385.7,-3687.7000000000003
281,74815,BANKNIFTY,OPTIDX,2021-10-28,40100.0,PE,642.5,816.75,329.3,411.05,411.05,18417,186719.89,189400,181200,2021-10-21,40105.05,7.0,18.667221069335938,-0.4929004539356895,-29.538917377880317,0.0003847334691256577,22.153530070399267,260.9,-150.15000000000003
286,77055,BANKNIFTY,OPTIDX,2021-10-28,40400.0,CE,387.3,535.35,308.25,379.0,379.0,1075301,10964526.66,591600,457575,2021-10-22,40396.4,6.0,18.428802490234375,0.503208451380959,-31.73099909877307,0.0004179526161656987,20.661786862551274,979.95,600.95
287,77190,BANKNIFTY,OPTIDX,2021-10-28,40400.0,PE,510.95,537.55,333.5,385.7,385.7,644497,6575900.71,289050,283150,2021-10-22,40396.4,6.0,18.57757568359375,-0.49674145283281324,-31.987126542483214,0.0004146051403652354,20.6617658324913,109.45,-276.25
288,77316,BANKNIFTY,OPTIDX,2021-11-25,40500.0,CE,1059.95,1172.15,935.25,1003.75,1003.75,8332,86515.43,82375,42375,2021-10-22,40508.1,34.0,20.273804664611816,0.5136293386155438,-14.696630216360893,0.00015906929806065127,49.29370047926698,892.4,-111.35000000000002
289,77441,BANKNIFTY,OPTIDX,2021-11-25,40500.0,PE,1100.05,1158.15,951.15,990.3,990.3,4788,49724.25,44000,33475,2021-10-22,40508.1,34.0,20.16448974609375,-0.48643018772705837,-14.617461435750274,0.0001599324522399327,49.2939514040306,125.55,-864.75
290,77556,BANKNIFTY,OPTIDX,2021-12-30,40600.0,CE,1738.2,1738.2,1471.0,1471.0,2279.45,4,42.14,75,75,2021-10-22,40647.5,69.0,20.544052124023438,0.523026869587506,-10.478636945200172,0.00010969523368544846,70.38786164033654,821.45,-649.55
292,77672,BANKNIFTY,OPTIDX,2021-12-30,40600.0,PE,0.0,0.0,0.0,4210.3,2260.6,0,0.0,0,0,2021-10-22,40647.5,69.0,60.25886535644531,-0.4461232238117322,-30.505575921695264,3.711867879096804e-05,69.86141296043616,144.6,-4065.7000000000003
319,80125,BANKNIFTY,OPTIDX,2021-12-30,41500.0,PE,1630.85,1635.35,1247.5,1378.2,1378.2,362,3879.11,2375,2000,2021-10-25,41540.5,66.0,19.85931396484375,-0.47855734919035914,-10.586921766997891,0.00011355875987075577,70.36867817879413,360.6,-1017.6
318,80006,BANKNIFTY,OPTIDX,2021-12-30,41500.0,CE,1139.95,1793.35,1086.8,1411.45,1411.45,589,6325.61,5600,2075,2021-10-25,41540.5,66.0,19.75572109222412,0.5213790367053872,-10.531787119087882,0.00011415520558213723,70.36928154785419,207.7,-1203.75
317,79888,BANKNIFTY,OPTIDX,2021-11-25,41400.0,PE,1329.95,1341.95,799.85,978.25,978.25,559,5917.82,2625,2525,2021-10-25,41396.75,31.0,20.293712615966797,-0.48873393684208066,-15.747344378227329,0.00016288259515391307,48.11023837412224,301.8,-676.45
316,79760,BANKNIFTY,OPTIDX,2021-11-25,41400.0,CE,700.85,1371.1,652.95,1048.4,1048.4,1061,11263.1,6725,3275,2021-10-25,41396.75,31.0,21.820068359375,0.512190006684086,-16.930599643942063,0.00015147832470049604,48.10696101570209,252.45,-795.95
301,79631,BANKNIFTY,OPTIDX,2021-10-28,41300.0,PE,646.05,1027.1,257.95,384.1,384.1,383305,3996082.06,234400,231500,2021-10-25,41271.9,3.0,24.77264404296875,-0.5076096910702125,-61.619875772167674,0.00043031851117231835,14.924497118342277,252.85,-131.25000000000003
298,79493,BANKNIFTY,OPTIDX,2021-10-28,41300.0,CE,165.0,846.25,108.0,357.7,357.7,763672,7951543.35,571350,281350,2021-10-25,41271.9,3.0,24.8870849609375,0.4924665855623674,-61.9047626539953,0.0004283412867091171,14.924551288628704,303.05,-54.64999999999998
320,81953,BANKNIFTY,OPTIDX,2021-10-28,41400.0,CE,390.0,390.0,140.4,252.45,252.45,891341,9279805.0,594800,163775,2021-10-26,41360.45,2.0,22.23968505859375,0.48013053361050917,-67.82556689593116,0.0005851787089185904,12.199015717575971,63.45,-189.0
323,82375,BANKNIFTY,OPTIDX,2021-11-25,41500.0,PE,1049.05,1262.9,966.35,987.75,987.75,6579,70056.97,87675,33900,2021-10-26,41466.3,30.0,20.464420318603516,-0.49382135324329973,-16.173933494529035,0.0001639642051166153,47.42064493219734,555.05,-432.70000000000005
322,82238,BANKNIFTY,OPTIDX,2021-11-25,41500.0,CE,960.0,1038.9,786.5,980.8,980.8,11859,125790.46,146725,14925,2021-10-26,41466.3,30.0,21.028518676757812,0.5066493583638826,-16.619449967795884,0.00015956277281616295,47.41974522294295,47.1,-933.6999999999999
321,82100,BANKNIFTY,OPTIDX,2021-10-28,41400.0,PE,446.05,661.9,262.4,301.8,301.8,302792,3164877.56,188125,26900,2021-10-26,41360.45,2.0,23.040771484375,-0.518946991513521,-70.27660095602252,0.0005648967346175182,12.20039025232819,470.5,168.7
324,82502,BANKNIFTY,OPTIDX,2021-12-30,41600.0,CE,1298.2,1370.75,1298.2,1352.3,1352.3,10,107.39,225,75,2021-10-26,41601.55,65.0,19.3023681640625,0.5164258754335141,-10.390315541159186,0.00011762818154221246,69.9779948693305,34.45,-1317.85
325,82629,BANKNIFTY,OPTIDX,2021-12-30,41600.0,PE,1449.5,1449.5,1449.5,1449.5,2291.25,1,10.76,25,25,2021-10-26,41601.55,65.0,20.71380615234375,-0.4823995309206715,-11.148680074853218,0.00010959922266775925,69.9691982763355,647.35,-802.15
326,84811,BANKNIFTY,OPTIDX,2021-11-25,41100.0,CE,1149.7,1198.4,906.15,973.85,973.85,634,6679.53,9500,5600,2021-10-27,41088.65,29.0,21.199703216552734,0.5100746306150225,-16.882928504219787,0.00016243040771275172,46.18979064198317,1.4,-972.45
327,84948,BANKNIFTY,OPTIDX,2021-11-25,41100.0,PE,850.05,1031.0,812.0,950.75,950.75,686,7200.59,8650,2600,2021-10-27,41088.65,29.0,20.453929901123047,-0.49041176706049144,-16.28950238460616,0.00016835786374699307,46.191179048446955,1553.9,603.1500000000001
138,84526,BANKNIFTY,OPTIDX,2021-10-28,41000.0,CE,465.95,496.5,130.55,195.65,195.65,1196817,12361040.41,1830025,701025,2021-10-27,40959.95,1.0,25.135040283203125,0.47300972696399074,-107.24503815351676,0.0007386216977621115,8.53350835687221,1.25,-194.4
56,85075,BANKNIFTY,OPTIDX,2021-12-30,41200.0,CE,1438.55,1440.4,1425.65,1433.05,1433.05,3,31.97,100,75,2021-10-27,41196.15,64.0,20.85697650909424,0.5169890645665417,-11.203600076092217,0.00011078079880387696,68.75688856985154,1.25,-1431.8
59,85202,BANKNIFTY,OPTIDX,2021-12-30,41200.0,PE,1248.5,1351.35,1248.5,1351.35,2235.05,2,21.24,50,25,2021-10-27,41196.15,64.0,19.612789154052734,-0.48407633216607376,-10.536430377001615,0.00011782145490702373,68.7644718791831,1639.8,288.45000000000005
140,84673,BANKNIFTY,OPTIDX,2021-10-28,41000.0,PE,196.25,285.0,92.25,214.1,214.1,2195883,22598492.58,1239775,-373300,2021-10-27,40959.95,1.0,22.5982666015625,-0.5305724751057389,-96.35858873740911,0.000821001970352059,8.52796282443598,1436.1,1222.0
328,87113,BANKNIFTY,OPTIDX,2021-10-28,39600.0,CE,1194.95,1208.85,0.05,19.5,39508.95,1325320,13135435.29,930225,867250,2021-10-28,39567.6,1e-07,500.0,2.2970701620245077e-23,-3.757002966317046e-15,7.007207402644827e-23,1.5028011865268186e-24,746.15,726.65
329,87260,BANKNIFTY,OPTIDX,2021-10-28,39600.0,PE,5.1,123.35,4.2,60.1,39508.95,2651401,26275934.37,354375,137650,2021-10-28,39567.6,1e-07,500.0,-1.0,-3.757002966317046e-15,7.007207402644827e-23,1.5028011865268186e-24,1003.5,943.4
330,87662,BANKNIFTY,OPTIDX,2021-12-30,39800.0,CE,0.0,0.0,0.0,2400.15,2123.05,0,0.0,50,0,2021-10-28,39838.7,63.0,36.10706329345703,0.5324711446829398,-18.859012057841607,6.653453825534735e-05,65.81082210910908,646.4,-1753.75
62,87398,BANKNIFTY,OPTIDX,2021-11-25,39700.0,CE,1584.3,1623.65,900.0,977.95,977.95,649,6612.82,9675,6325,2021-10-28,39696.15,28.0,22.342205047607422,0.511716591321097,-17.49208947237278,0.00016233632409338569,43.843345290476336,696.8,-281.1500000000001
65,87535,BANKNIFTY,OPTIDX,2021-11-25,39700.0,PE,527.55,1034.2,525.55,954.85,954.85,1102,11153.41,6200,275,2021-10-28,39696.15,28.0,21.727561950683594,-0.48864052122545926,-17.01131566410241,0.00016693292141581063,43.844481003068225,1079.7,124.85000000000002
331,87789,BANKNIFTY,OPTIDX,2021-12-30,39800.0,PE,1009.4,1034.6,986.85,1006.5,2149.8,7,71.4,175,175,2021-10-28,39838.7,63.0,15.544891357421875,-0.48112115527706706,-8.137098455520297,0.00015488406278549457,65.9557137982854,1128.9,122.40000000000009
335,90279,BANKNIFTY,OPTIDX,2022-01-27,39600.0,PE,0.0,0.0,0.0,2415.0,2580.35,0,0.0,0,0,2021-10-29,39580.15,90.0,30.694961547851562,-0.47093470043560165,-13.335283557740144,6.595322795506593e-05,78.20016443582202,616.5,-1798.5
80,89707,BANKNIFTY,OPTIDX,2021-11-25,39300.0,CE,995.25,1233.15,717.7,880.5,880.5,5508,55405.3,12375,10550,2021-10-29,39314.45,27.0,20.477294921875,0.5137399014131498,-16.16660658566863,0.00018209253872288514,42.63242576506147,1224.5,344.0
332,89972,BANKNIFTY,OPTIDX,2021-12-30,39500.0,CE,1319.2,1614.65,1144.75,1271.1,1271.1,774,7902.5,13250,3775,2021-10-29,39500.5,62.0,19.573211669921875,0.5161495024122773,-10.243454583474358,0.0001250949952533219,64.89422327674087,1097.6,-173.5
333,90099,BANKNIFTY,OPTIDX,2021-12-30,39500.0,PE,1404.7,1780.0,1100.0,1327.45,1327.45,998,10185.78,15175,2550,2021-10-29,39500.5,62.0,20.448923110961914,-0.48313386219514987,-10.700953508206837,0.0001197289757993772,64.88939431271743,574.55,-752.9000000000001
334,90198,BANKNIFTY,OPTIDX,2022-01-27,39600.0,CE,0.0,0.0,0.0,2703.2,2471.1,0,0.0,0,0,2021-10-29,39580.15,90.0,34.636497497558594,0.5331064045404716,-15.035744665914548,5.840163325159192e-05,78.13821360128533,1030.0,-1673.1999999999998
82,89844,BANKNIFTY,OPTIDX,2021-11-25,39300.0,PE,914.95,1401.55,661.8,854.35,854.35,5346,53731.39,17850,9500,2021-10-29,39314.45,27.0,20.203113555908203,-0.4863730439782141,-15.95029831968184,0.00018456555446625254,42.6328400758276,507.05,-347.3
304,92147,BANKNIFTY,OPTIDX,2021-11-25,40000.0,CE,650.8,862.0,540.85,812.35,812.35,32275,328305.25,297425,-56000,2021-11-01,40028.1,24.0,19.50240135192871,0.5155735485166141,-16.62455408470751,0.00019914377412402363,40.91694051753496,808.1,-4.25
307,92284,BANKNIFTY,OPTIDX,2021-11-25,40000.0,PE,1097.95,1276.05,739.0,785.6,785.6,9404,96210.7,223725,8800,2021-11-01,40028.1,24.0,19.535064697265625,-0.4844191170647522,-16.652385538543115,0.00019881065556076648,40.916911115321355,728.75,-56.85000000000002
274,92642,BANKNIFTY,OPTIDX,2022-01-27,40300.0,CE,0.0,0.0,0.0,2381.55,2443.2,0,0.0,0,0,2021-11-01,40294.4,87.0,30.406713485717773,0.5292120489411688,-13.677975423017203,6.651449968376112e-05,78.2711266945334,660.5,-1721.0500000000002
276,92727,BANKNIFTY,OPTIDX,2022-01-27,40300.0,PE,0.0,0.0,0.0,2786.6,2610.35,0,0.0,0,0,2021-11-01,40294.4,87.0,35.51292419433594,-0.46577748406918507,-15.95891185526915,5.6893661018822936e-05,78.19267846323172,876.2,-1910.3999999999999
337,92539,BANKNIFTY,OPTIDX,2021-12-30,40200.0,PE,1515.55,1515.55,1259.0,1259.0,1259.0,3,31.18,100,0,2021-11-01,40181.9,59.0,19.3939208984375,-0.4867532114689522,-10.586787971826851,0.00012726087311826695,64.41404949610863,825.8,-433.20000000000005
336,92412,BANKNIFTY,OPTIDX,2021-12-30,40200.0,CE,1020.0,1185.0,998.15,1185.0,1989.4,5,51.64,200,50,2021-11-01,40181.9,59.0,18.526077270507812,0.5124432807152786,-10.11370425077585,0.00013323098249020507,64.41822972914967,704.85,-480.15
338,94589,BANKNIFTY,OPTIDX,2021-11-25,40100.0,CE,723.6,852.1,634.95,755.25,755.25,3364,34372.24,19350,6925,2021-11-02,40081.55,23.0,19.042015075683594,0.5056936943153064,-16.614332545122124,0.0002082048941326303,40.13542127962955,491.6,-263.65
340,94853,BANKNIFTY,OPTIDX,2021-12-30,40200.0,CE,1229.7,1262.6,1148.15,1245.4,2055.25,8,82.84,250,50,2021-11-02,40228.65,58.0,19.25373077392578,0.5190055103666684,-10.606614773428628,0.00012906216588228959,63.90280035409744,455.3,-790.1000000000001
348,95083,BANKNIFTY,OPTIDX,2022-01-27,40300.0,CE,0.0,0.0,0.0,2381.55,2512.4,0,0.0,0,0,2021-11-02,40346.3,86.0,30.22921085357666,0.5323553822736865,-13.68621850219624,6.716535008119419e-05,77.87267731797999,430.5,-1951.0500000000002
350,95171,BANKNIFTY,OPTIDX,2022-01-27,40300.0,PE,0.0,0.0,0.0,2786.6,2509.1,0,0.0,0,0,2021-11-02,40346.3,86.0,36.02790832519531,-0.4625521563773384,-16.293268439306853,5.629185340638073e-05,77.78531426985323,1215.55,-1571.05
342,94980,BANKNIFTY,OPTIDX,2021-12-30,40200.0,PE,1259.0,1331.85,708.5,1217.15,2071.0,8,82.72,250,150,2021-11-02,40228.65,58.0,19.259929656982422,-0.4809907567237763,-10.610024915399764,0.00012902056911784536,63.90277182243897,1153.2,-63.950000000000045
339,94726,BANKNIFTY,OPTIDX,2021-11-25,40100.0,PE,835.0,984.1,701.0,770.5,770.5,1019,10417.69,11125,4650,2021-11-02,40081.55,23.0,18.962860107421875,-0.49436196745817435,-16.545301899959423,0.00020907439951605634,40.13550082037746,1093.85,323.3499999999999
361,97614,BANKNIFTY,OPTIDX,2022-01-27,39800.0,PE,0.0,0.0,0.0,2518.15,2482.3,0,0.0,0,0,2021-11-03,39788.1,85.0,32.82582759857178,-0.4691858753568713,-14.746704839771002,6.310736949155582e-05,76.37095562124213,798.3,-1719.8500000000001
360,97525,BANKNIFTY,OPTIDX,2022-01-27,39800.0,CE,0.0,0.0,0.0,2608.25,2441.45,0,0.0,0,0,2021-11-03,39788.1,85.0,34.16156768798828,0.532125252404274,-15.342779243340042,6.062404496109684e-05,76.3510766013503,636.4,-1971.85
356,97030,BANKNIFTY,OPTIDX,2021-11-25,39500.0,CE,1102.8,1217.0,716.3,751.95,751.95,26368,266069.22,259475,98700,2021-11-03,39496.6,22.0,19.483089447021484,0.5088225369237678,-17.125119752640398,0.00021111612459684905,38.674834972405826,778.7,26.75
358,97295,BANKNIFTY,OPTIDX,2021-12-30,39700.0,CE,1600.0,1625.0,1220.0,1224.45,1224.45,74,759.48,475,200,2021-11-03,39657.7,57.0,19.915461540222168,0.51029354241493,-10.9186642476422,0.00012777814355544815,62.50057131326343,683.65,-540.8000000000001
357,97167,BANKNIFTY,OPTIDX,2021-11-25,39500.0,PE,476.05,807.5,423.9,742.95,742.95,47010,471540.14,294050,52650,2021-11-03,39496.6,22.0,19.162416458129883,-0.49134647580442253,-16.843413029661285,0.0002146510346417398,38.67519396232888,642.85,-100.10000000000002
359,97422,BANKNIFTY,OPTIDX,2021-12-30,39700.0,PE,929.2,1270.5,929.2,1219.85,1219.85,136,1389.57,1025,50,2021-11-03,39657.7,57.0,19.1650390625,-0.4905093360783651,-10.50776921623204,0.00013278802821369413,62.50369157839814,742.0,-477.8499999999999
362,99480,BANKNIFTY,OPTIDX,2021-11-25,39600.0,CE,840.0,840.0,675.15,730.2,730.2,1406,14186.96,25725,3800,2021-11-04,39632.65,21.0,18.829345703125,0.5162843353400929,-16.988315807804213,0.00022268784051278364,37.89347092444959,691.25,-38.950000000000045
364,99745,BANKNIFTY,OPTIDX,2021-12-30,39800.0,CE,1170.0,1170.0,1161.5,1161.5,1161.5,2,20.48,425,0,2021-11-04,39783.9,56.0,18.812179565429688,0.5125056853470618,-10.436927023571332,0.00013601993618347035,62.137182061991965,583.9,-577.6
365,99872,BANKNIFTY,OPTIDX,2021-12-30,39800.0,PE,0.0,0.0,0.0,1349.2,1996.6,0,0.0,650,0,2021-11-04,39783.9,56.0,21.574974060058594,-0.48505662922558096,-11.967197198987346,0.00011857688410005686,62.124111137074664,743.85,-605.35
366,99975,BANKNIFTY,OPTIDX,2022-01-27,39900.0,CE,0.0,0.0,0.0,2561.7,2463.55,0,0.0,0,0,2021-11-04,39906.9,84.0,33.535003662109375,0.5324829689847095,-15.194889377865088,6.193379625716776e-05,76.12169782959151,549.4,-2012.2999999999997
368,100064,BANKNIFTY,OPTIDX,2022-01-27,39900.0,PE,0.0,0.0,0.0,2570.65,2436.05,0,0.0,0,0,2021-11-04,39906.9,84.0,33.74314308166504,-0.4673211600752652,-15.288582683211278,6.154928808351244e-05,76.11863200067829,795.2,-1775.45
363,99617,BANKNIFTY,OPTIDX,2021-11-25,39600.0,PE,654.4,787.8,617.8,691.65,691.65,1031,10382.91,20300,4450,2021-11-04,39632.65,21.0,18.67389678955078,-0.483729428770515,-16.848089577938453,0.00022454189874525707,37.893524326929594,636.9,-54.75
374,102206,BANKNIFTY,OPTIDX,2021-12-30,39800.0,CE,1096.85,1158.0,988.65,1154.65,1154.65,36,368.31,525,100,2021-11-08,39806.0,52.0,19.219160079956055,0.5152952928705181,-11.068673119390022,0.00013805512597341396,59.89554172125896,513.3,-641.3500000000001
375,102333,BANKNIFTY,OPTIDX,2021-12-30,39800.0,PE,1314.15,1500.0,1265.95,1265.95,1993.95,12,123.45,600,-50,2021-11-08,39806.0,52.0,21.17764949798584,-0.4833079567978143,-12.194890093093118,0.00012527031253326088,59.88712627443884,760.0,-505.95000000000005
377,102525,BANKNIFTY,OPTIDX,2022-01-27,39900.0,PE,0.0,0.0,0.0,2570.65,2445.05,0,0.0,0,0,2021-11-08,39933.9,80.0,34.74593162536621,-0.4655126549344739,-16.136432213309043,6.118416035866043e-05,74.30594125283395,856.15,-1714.5
376,102436,BANKNIFTY,OPTIDX,2022-01-27,39900.0,CE,0.0,0.0,0.0,2561.7,2320.3,0,0.0,0,0,2021-11-08,39933.9,80.0,34.16919708251953,0.533985769967052,-15.870310394468104,6.222362111429294e-05,74.31399856960466,483.0,-2078.7
296,102079,BANKNIFTY,OPTIDX,2021-11-25,39700.0,PE,727.95,1113.6,645.6,684.25,684.25,1340,13586.68,16225,-4200,2021-11-08,39652.5,17.0,19.328832626342773,-0.503128771318245,-19.4076083747994,0.0002411806613475519,34.13856891925667,722.1,37.85000000000002
294,101942,BANKNIFTY,OPTIDX,2021-11-25,39700.0,CE,685.05,702.6,481.0,641.35,641.35,2777,27980.04,32575,1200,2021-11-08,39652.5,17.0,19.463539123535156,0.4970084559185579,-19.54291544268202,0.0002395120901191855,34.13865899895513,573.8,-67.55000000000007
380,104666,BANKNIFTY,OPTIDX,2021-12-30,39700.0,CE,1143.1,1200.35,1077.0,1179.45,1179.45,24,245.09,1000,175,2021-11-09,39711.2,51.0,19.829273223876953,0.5162988125740713,-11.502856646433194,0.00013542191539656418,59.16966117161545,376.7,-802.75
382,104793,BANKNIFTY,OPTIDX,2021-12-30,39700.0,PE,1167.0,1203.15,1092.4,1183.55,1953.55,16,163.33,1425,175,2021-11-09,39711.2,51.0,20.08795738220215,-0.48352800385742856,-11.652709960201333,0.0001336756235563783,59.168605016735555,950.35,-233.19999999999993
388,104896,BANKNIFTY,OPTIDX,2022-01-27,39800.0,CE,0.0,0.0,0.0,2608.25,2307.05,0,0.0,0,0,2021-11-09,39813.05,79.0,35.254597663879395,0.5334742440209014,-16.429671785825143,6.0879254227160304e-05,73.63261288385165,343.75,-2264.5
389,104985,BANKNIFTY,OPTIDX,2022-01-27,39800.0,PE,0.0,0.0,0.0,2518.15,2406.3,0,0.0,0,0,2021-11-09,39813.05,79.0,34.20829772949219,-0.4674690897532334,-15.945198512982767,6.275364624128572e-05,73.64708366880423,1013.5,-1504.65
379,104538,BANKNIFTY,OPTIDX,2021-11-25,39500.0,PE,580.7,727.8,567.0,616.4,616.4,30735,308416.06,264575,17675,2021-11-09,39544.6,16.0,19.34051513671875,-0.4808123291885428,-19.940046431192364,0.0002488505338312863,32.991959174175875,824.7,208.30000000000007
378,104401,BANKNIFTY,OPTIDX,2021-11-25,39500.0,CE,745.45,776.1,590.0,659.75,659.75,34574,347252.16,277550,52875,2021-11-09,39544.6,16.0,19.30379867553711,0.5191934766551798,-19.902177852375456,0.0002493236809363675,32.9919360422616,450.5,-209.25
393,107442,BANKNIFTY,OPTIDX,2022-01-27,39400.0,PE,0.0,0.0,0.0,2314.3,2342.0,0,0.0,0,0,2021-11-10,39413.95,78.0,31.969070434570312,-0.46959500792309755,-14.852601941084533,6.82913129484673e-05,72.47648653254718,1006.6,-1307.7000000000003
392,107353,BANKNIFTY,OPTIDX,2022-01-27,39400.0,CE,0.0,0.0,0.0,2800.6,2288.9,0,0.0,0,0,2021-11-10,39413.95,78.0,38.49029541015625,0.5362358756056592,-17.86039744528408,5.665152014460198e-05,72.38764919245409,297.05,-2503.5499999999997
391,106995,BANKNIFTY,OPTIDX,2021-11-25,39100.0,PE,601.05,713.25,517.4,611.85,611.85,5261,52241.29,19950,-12100,2021-11-10,39120.6,15.0,19.669055938720703,-0.486778925753696,-20.731868949532895,0.0002556131957605149,31.621043248018726,808.85,197.0
390,106858,BANKNIFTY,OPTIDX,2021-11-25,39100.0,CE,693.05,743.55,605.2,634.6,634.6,6851,68115.09,28050,20700,2021-11-10,39120.6,15.0,19.73724365234375,0.513230435828515,-20.80372497486172,0.0002547299116595801,31.621018630518847,402.4,-232.20000000000005
386,107250,BANKNIFTY,OPTIDX,2021-12-30,39300.0,PE,1100.0,1174.35,1056.0,1116.45,1116.45,18,181.84,1150,0,2021-11-10,39288.8,50.0,19.1497802734375,-0.4874685769209106,-11.103678224999015,0.00014319393009546395,57.98331921542114,936.9,-179.55000000000007
384,107123,BANKNIFTY,OPTIDX,2021-12-30,39300.0,CE,1111.65,1186.6,1111.65,1125.35,1125.35,38,384.19,775,350,2021-11-10,39288.8,50.0,19.496440887451172,0.5128157368898952,-11.304427447531676,0.0001406446535843436,57.982005601892894,328.9,-796.4499999999999
404,109811,BANKNIFTY,OPTIDX,2022-01-27,39000.0,CE,1483.0,1499.0,1318.6,1360.05,1360.05,85,859.09,2250,1700,2021-11-11,38979.75,77.0,19.184350967407227,0.5152210928279239,-8.89115499797284,0.00011606698964728161,71.37264492366981,442.15,-917.9
403,109707,BANKNIFTY,OPTIDX,2021-12-30,38900.0,PE,1056.4,1180.0,1011.5,1082.35,1082.35,15,149.95,650,0,2021-11-11,38866.4,49.0,18.74995231628418,-0.49131523237205516,-10.866937189863618,0.00014937607710433802,56.798002823811224,510.45,-571.8999999999999
